komentarClean,cluster,prediksi_sentimen
bandara batam pesen online mobil turun alhasil jalan bandara grabcarnya,1,negative
trasport online jalan keliatan pangkalan bilangnya dijemput sodara,1,negative
ari pjr jalan tol,1,negative
poldametojaya polisiindonesia kapoldajabar detikcom aman jalan,1,negative
jalan tol setau tol cctv mobil rusak langsung datng patroli pemalakan,1,negative
dibandara batam jalan kaki mesen taxol,1,negative
stasiun kereta api jabodetabek ojek pangkalan ojek online jalan kaki stasiun,1,negative
bogor stasiun ojol kudu kilo jalan lokasi,1,negative
titip salam rekan ubudsampai jumpa jalan,1,negative
pengalaman mudik perjanjian online jalan dikit stasiunterminal pemalakan,1,negative
aturannya jalan km persen ojol,1,negative
jabotabek penumpang jalan daerah stasiun,1,negative
sumpah pnya pengalaman rela bandara jalan bandara segede,1,negative
biarkan keliaran jalan,1,negative
ketangkapmakaya cari uang jalan,1,negative
nenek jalan larang penumpang mobil jaman berubah hidup,1,negative
salut sma persiden bngn jalan tol manfatnya orng kurng mamapu,1,positive
lgi rumah lgi jalan,1,negative
masuknya jalan jongkok,1,negative
yaallohhh tdur denger suara motor mobil kontrakanku dipinggir jalan brisik tdur suara motor,1,negative
gempa dahsyat jalan tol rubuh ngeriiii,1,negative
gempa roboh jalan tolnya kelar tinggal,1,negative
greget suaminya jalan mint anterin bidan satpam suaminya crein,1,negative
mertua suami gth jalan sendri,1,negative
mertuaku mimilih jalan terbaik minggu cucunya lahir beliau meninggal,1,positive
jm sore ketuban pecah kaga jalan pembukaan gemana kmrn sore bagus anakny kg ngpa,1,negative
air ketuban habis jalan bidan lahiran normal bidan nyaranin rujuk mertua kekeh gamau,1,negative
lahiran pecah ketuban duluan jalan motor cari makan larinya bidan bidannya nyuruh rujuk,1,negative
jalan ganti suami beserta mertua,1,negative
prnah ngalamin anak ktuban pecah kontraksi pembukaan satunya jalan sc,1,negative
toren makan jalan,1,negative
real jalan sepotong,1,negative
masang toren didepan rumah makan jalan,1,negative
rumah maju jalan terasnya,1,negative
jalan tanah positif thinking,1,negative
lomba makan jalan tetangga,1,negative
garasi tampungan air makan jalan,1,negative
rukun tetangga model x bentar bangun rumah ditengah jalan,1,negative
toren air makan jalan,1,negative
tegor hidup puluhan disni jalan,1,negative
jalan masuk kedalam sertifikat,1,negative
flores bnyak bunga tumbuh pinggir jalan,1,negative
suka liat ofroad turs jalan raya aduh jalan raya lumpur,1,negative
jalan kebun kesukaan pemotor trail,1,negative
rawa jalan aspal negara kya rawa,1,negative
wisata jalan keknya meresahkan,1,negative
motor jalannya jalan kebun motor kebo,1,negative
maen trail kalimantan bekas jalan tambang,1,negative
motor panitia petunjuk jalan,1,negative
suka motor trail kesempatan beli jalan khusus kendaraan papa,1,negative
jalan arah ladangku rusak gara motor trail,1,negative
amang kadieu off road dengklok loba jalan butut lumayan menantang jekeur motor trail,1,positive
motoran hd an siii jalan motor,1,negative
jalan lintas lampung bagus trail,1,negative
seminggu event ngecamp situ kondisi hujan liat tanahnya rusak dipake jalan liat motor trail aduh,1,negative
ker jalan raya ararogan,1,negative
nanahaan bari nage jalan lega der momotoran kebon,1,negative
turun turun jalan,1,negative
mongo lewati dl gan lintas rengat tembilahan blg jalan bagus,1,negative
jalan inhu parah oiiiapalagi arah pesantren khairul ummah parah jalan nga,1,negative
masuk lbj jalan pogel,1,negative
parah jalan lubuk batu jaya riau inhu,1,negative
sebener jalan uda bagus la resiko pinggir sungai,1,negative
buka kewajiban gubri jalan kabupaten pemkab urus,1,negative
jalan bagus faktor alam ituu jalan aspal bijak gess,1,negative
jalan gitugitu wkwkwkkw,1,negative
lampung lampung kesini bahagia liat jalan,1,negative
lembah dusun gading jalan pasir sialang jaya,1,negative
jalan tembus air molek,1,negative
wow jalan uji nyali,1,negative
parah jalan hancur air deras,1,negative
kito mingir yoku ndak mapuibarat kato satunya jalan surgo calon,1,negative
jalan rusak riau,1,negative
jalan lintas timur riau salut jalannya bagus,1,positive
pov riau kab meranti kec tasik putri puyumerbau jalan rusak parahdulu jalan tanah sekrng jalan pasirblm prubhn aspal,1,negative
rengat jalan daera situ tangkahan pasir batusalam batam berbenah,1,negative
tinggal meter lebar nyasaya jalan,1,negative
ondee baa riau bana jalan nan rusak,1,negative
weleh jalan spek goib,1,negative
jalan sirotulmustakim versi nyata,1,negative
kesini jalan rusak,1,negative
sumatra jalan jalan tangkahan,1,negative
jalan itukrna pindah ktp,1,negative
jalan desa jalan kota provinsi parah ditambah paret dg jalan,1,negative
hahaha sumbar mrantau duri riau slalu patapahan auto jedaq jedug jalan hancur parah plus lobang,1,negative
jalan thn jln rusaknya x,1,negative
jalan terobosan air molek,1,negative
jalan lintas inhu inhil,1,negative
maaf jalannya bagus cman tepi danau rawasungai sbgainya kasih penahan tanan retaining walls jalan ambruk,1,negative
jalan petelongan situ air molek,1,negative
blom jalan kab tanha datah segaris kwwkwk,1,negative
jalan riau aj koar koar soosmed sebelah,1,negative
kebanyakan riau jalan bagus cuman yng longsor sungai,1,negative
jalan tembus pasar air molek jalan bawa travel bukittingi tembilan,1,negative
jalan pulaugelang,1,negative
riau jalan rusak parah inhu inhil kubangan babi namakan jalan,1,negative
tembilahan jalan turun beram langsung masuk parit,1,negative
riau juara jalan terusak,1,negative
jalan daerah menyindir pembangunan tol sumbar,1,negative
jalan sirotol mustakim,1,negative
kecebur auto alam akses jalan rumah bupati jalanya,1,negative
lahh kenal ama jalan jalan arah atuk kuu,1,negative
jalan sirotal mustaqim,1,negative
klw slah jalan arah rengattembilahan,1,negative
jalan dibelakang polsek airmolek,1,negative
kuala cenaku pekanbaru simpang granit km jalan mulus semulusnya,1,negative
jalan petalonganemang terkikis air sungai,1,negative
jalan dkt petalongan,1,negative
jalan kampong siapeeee,1,negative
jalan air molek bukn,1,negative
jalan pintas air molek,1,negative
jalan rengat tembilahan nie salam anak guntung,1,negative
jalan arah kuala kah,1,negative
jalan lintas rengat kuala cinaku kh,1,positive
dimana jalan tepi danau tepi laut minimal batu miring,1,negative
ayok jalan sma kubu,1,negative
kemolek situ jalan motong,1,negative
jalan psj bos senggol,1,negative
jalan muuluuusss bolong dikit maklum plisteran,1,negative
musim ngaplot vt jalan,1,negative
salah jalan mati berdiri lihat emank parah parah jalan inhu taubatlah klu jalan inhu,1,negative
riau asli riau merantauke jalan lobang,1,negative
riau allhamdulillah jalan tdmpt rusak kalicuna kadng kasihan desa kawan sekolah jaln rusak,1,negative
jalan riau jatuh langsung mandi,1,negative
tolong bantu jalan riau rusak parah memimilih,1,negative
tarik motor mobil dibagikan lelang uangnya perbaikan jalan,1,negative
hahajaa ngaku knyataan jalan kota kyak jaln ternak korupsi no bm bm kau,1,negative
lubang jalan asik bah,1,negative
jalan sialang potong,1,negative
komplain ujian praktek sim jalan zigzag,1,negative
awbimaxreborn tolong kritik riau bim jalan riau bagusin,1,negative
jokowibgun lahliat pejabat mudmna jalan hancur,1,negative
jalan riau viralin bolo jalan,1,negative
jalan sakaratul maut,1,negative
jalan lintas provinsi jalan biasanyabtw diriau jalan rusak full tanah,1,negative
samsuar menjabat jalan dibiarin jalan kwalian arah belantik bpk alfedri menjabat jalannya bagus,1,negative
madik lummayan jalan,1,negative
jalan japura tembus pasar airmolek,1,negative
satunya jalan sawitan,1,negative
jalan benteng takeshi,1,negative
desa kotabaru seberida keritang jalan berasa ternak ikan paus,1,negative
kirain jalan fitur jalan diriau,1,negative
jalan kerumah bupati bos senggol,1,negative
jalan tembilahan melewati jembatan berasa mobil lagii anak tangga,1,negative
tergantung bupatidsin ganti bupati bnyk jalan berbaiki,1,negative
mobil listrik elite perbaiki jalan sulittt,1,negative
nggak salah jalan tembilahan,1,negative
bawa bawa riau bg jalan kabupaten provinsi hak membangun salahkan bupatimu wanita bupti terkaya riau,1,negative
main peranap kolam jalan,1,negative
inget nyemplung gelap lampu penerang jalan lampu motor,1,negative
jalan aur gading kn,1,negative
jalan pemotongan air molek,1,negative
gara gara bima lampung provinsi berkuwar kuwar jalan propinsi jalan rusak,1,negative
tepian kuanan arah jalan kerumah ane jalannya,1,negative
masi bos jalan rokan hilir tanjung medan barat perna rasakan aspal jalannya tanah doank rusak kolam,1,negative
riau lawan jalan palembang belom ngelawan,1,negative
sebelahnya jalan alam,1,negative
gubernur riau jalan hancur lebur,1,negative
pulang pekanbaru tembilahan mutar simpang granit jalan aman,1,negative
ayo warga riau kasih jalan parah,1,negative
dipetalongan jalan desa jalan nasional,1,negative
bagus jalan mode terbaru,1,positive
nenek moyang pelaut pembalap makany jalan nggak bagusin nggak balap,1,negative
jalan pintas japura,1,negative
jalan pintas japura air molek,1,negative
jalan petalongan,1,negative
jalan desa petalongan,1,negative
pemerintahnya gasanggup beneran jalan,1,negative
cocoknya inhu jalan rusak tanam kelapa sawit menghasilkan duitbiar duitnya biaya cooor,1,negative
tembilahan hacur x bahhh uda pandang jalan,1,negative
jalan parah pematangsiantar,1,negative
slah t jalan kantor kua,1,negative
lobang jalan riau seindah lobang berjalan,1,positive
kampung bupati riau situriau boss jalan rusak kemarin perbaiki,1,negative
jalan enak tikungan kornering pulang berangkat kerja kornering,1,negative
jalan riau obatt,1,negative
tengok jaln rakit kulim jalan kecamatan kolam,1,negative
kabar bupati sejagat alam semesta memperbaiki jalan,1,negative
tuntut bupati jalan kabupaten,1,negative
bupatinya nggak jalan darat,1,negative
otw mulus jalan riau,1,negative
jalan petaluangn bg,1,negative
bagus jalan capek langsung mandi,1,negative
kakbukan sungai raya japura masuk jalan rumah tua bupati,1,negative
iyaaa parahhh jalan inhu nii,1,negative
riau emng pernh jalan,1,negative
gara gara alam aslinya jalan bagus,1,negative
riau patapahan wajib ngeri jalan mobil berasa kebalik,1,negative
jalan arah tembilahan dek,1,negative
perasaan situ jalan,1,negative
jalan rengat dri tembilahan banyakin berdoa pokoknya capek demo tiktok,1,negative
jalan bagus tanah longsor,1,negative
voral miyaj jalan rusak,1,negative
jalan bgus kqcuman faktor alam jln rusak,1,negative
jalan menunju tembilahan,1,negative
jalan petalongan roboh plk,1,negative
namanya jalan kematian,1,negative
jalan inhil asli parah,1,negative
jalan sekaratul mautnya inhu sialang jayakalau situ nak alam buatnya,1,negative
engk bupati inhu bg tiktok kabarnya jalan semuadi inhu,1,negative
rengatok besok lewatin jalan,1,negative
jalan mw taluk kuantan kn,1,negative
belilas jalan bagusgak riau,1,negative
tinggal diinhu jalan beh,1,negative
terkenal elit jalan rusak apalagicuaksss,1,negative
jalan rengat tembilhan,1,negative
jayak jalan sungai parit,1,negative
jalan lintas sungai emng habis makan arus bro,1,negative
jalan jalan kyak pematang reba tembus kuba,1,negative
proses perbaikan kn jalan bnrin skligus riau ituu luas,1,positive
mon maap jalan inhu semulus wajah bupatinya,1,negative
pranap hancur oyy kukiah pranap lumayan hancur mangkin parah we danau pulang jalan,1,negative
jalan habis digigit monster,1,negative
riau jalan rusak provinsi,1,negative
jalan lintas pasiransering,1,negative
keren jalan kematian,1,negative
maeeen nyawa aj jalan,1,negative
gileeeee parah x lipat jalan lampung,1,negative
jalan petalongan perhatikan,1,negative
liat jalan peranap,1,negative
jalan bupati petalongan,1,negative
faktor alamgak lihat jalan bagusgara longsor aj,1,negative
apalan sma jalan riau wkwkw,1,negative
daerah indragiri hulubagian pangkalan kasai belilas jalannya terurus terurus jalan arah blok a,1,negative
batam coy jalan gemge,1,negative
dumai riau walikota hfaisal pembangunan jalan center islamic kota dumai,1,negative
kerna alam jalan sebenar bagus cma abrasi,1,negative
jaln petalongan jalan pintas air molek,1,negative
ampun jalan terkikis gituh benerin ampun ahh,1,negative
jalan potong pengambilan pasir,1,negative
jalan peranap parah jugaaaaaa,1,negative
ayo dukung kedepannya periode jalan besok udara,1,positive
jalan rumah den umur den rencana aspal umur ala alun juo le,1,negative
semalam jatuh motor jalan disitu,1,negative
mobil elit jalan sulit,1,negative
jalan masuk rumah bupatijalannya bagusitu gara longsor ajakalo liat parah mampir kecamatan rakit kulim,1,negative
jalan sirotolmustakim,1,negative
pranap jalan lobang gara gara tambang batu bara,1,negative
japura jalan tembus air molek,1,negative
kasih paham spil jalan rengat arah rumbai,1,negative
logisnya jalan daerah rumah buk bupati inhu re huftt kepeclosan,1,negative
jalan arah tembilahan rengat,1,negative
jalan hambatan klw ngantuk auto hilang,1,negative
apbd dipotong jalan dipotong parahhh,1,negative
lupa videoin jalan teluk bagus lobangnya sumur,1,negative
riau kayanya akses jalan jadikan wisata kolam lele,1,negative
salah jalan deket kampung bupati,1,negative
cok kota gueee jalan sapi,1,negative
ayo jalan terbengkalai kota,1,positive
jalan desa tinggal bupati ye,1,negative
jalan malam kendaraan lampu enak,1,negative
desaku geser jalan,1,negative
jalan tempet uji nyali,1,negative
jalan transmigrasi cuaca hujan waw,1,negative
air molek cuman masuk jalan kampung,1,negative
jalan film zombie,1,negative
jalan pro pingir sungaimau ikot produk cina,1,negative
jalan kerja pulang rumah aslinya hancur pilih muter simpang granit,1,negative
jalan maaannttuuuuuull senggol,1,negative
jalan bandara japura tembusan air molek,1,negative
jalan bukit maraja,1,negative
buka suara bimo mari post jalan,1,negative
kikis air pemerintah bangun jalan bagustapi rusak alamtinggal cari solusi jalan kikis air,1,negative
jalan arah tembilahan kah,1,negative
rusaknya tumbuhin rumput pohon wow arti garis kuning putih jalan,1,negative
ayo guys bongkar jalan rusak daerah presiden lihat,1,positive
jalan bagus alam berhendak jalan bagus jalan besi sekuat dunia hancur,1,negative
jalan dipinggir sungai,1,negative
kren jalan kasih jempol,1,negative
jalan potong japura keair molek,1,negative
bagus jalan pemandangan riau dkt cinaku,1,negative
bsok mlam brangkat boss mudahan lupa lubang jalan,1,negative
jalan tahanan longsor korosi kena air,1,negative
daerah sumatra jalan salah,1,negative
inhil parah jalan wkwkk,1,negative
emng jalan berubah masuk kota tembilahan nylebih bgs,1,negative
sawit elit jalan sulit,1,negative
horor bet jalan we,1,negative
susah inhil jalan jalan,1,negative
jalan kalimantan,1,negative
jalan bagus pegang sumbar daerah pelosok terpencil bagus jalannya,1,negative
jalan japura buk aduhhh,1,negative
degdegan jalan dri rengat tembilahan,1,negative
jalan riau lampung jalan lgsg viralin wk,1,negative
jalan arah pulau jumat,1,negative
jalan rengat tembilahan,1,negative
pemilihan jalan strategis,1,negative
jalan bolong puasa doi,1,negative
jalan rumah bupati inhu senggol bupati rezitainhu,1,negative
jalan rengat tembilahantepat daerah kuala cenaku,1,negative
jambi kerincipadangriau jalan bagus lampung,1,negative
jalan air molek japura,1,negative
jalan belokan sungai tegerus,1,negative
berpuluh jalan tanah tersenyum mengeluh kerusakan jalan mencicipi aspal,1,negative
habis duitnya belik mobil listrik perbaiki jalan,1,negative
layak cari alternatif jalan erupsi,1,negative
liat vt jalan sebelumya vt guys,1,negative
perawang wajib bahas bnyak jalan rusakk,1,negative
jalan buruk bangga,1,positive
ne jalan tembilahan rusak,1,negative
gile bahaye bentar habis jalan,1,negative
bupati gubernur buta tuli jalan pembangunan,1,negative
best sealer mantappp tiktok lampung aspal jalan kota sewupesawaran cigalontanglampung timur riau menyusul,1,positive
nampak jalan rusak pembenahan heran,1,negative
konon jalan memakan korban jiwa,1,negative
mobil elit jalan sulit cuakkkkk,1,negative
dimana pelebaran jalan pelebaran sungai,1,negative
jalan shirotul mustaqim ngeri,1,negative
bilang riao debut batam jalan bagus meranti maaf meranti,1,negative
